Code	Stage	Slot	Name	Name (Alternate)	Description 	Strength	Speed	Stamina	Regular Tech	Special Tech	Strength	Speed	Stamina	Intelligence	Willpower	Tactics	Power	Control	Reserves
952	4	2	The All-Seeing Eye	-Zenchi no Me	Using his cell manipulation abilities, the user is able to recreate the structure of an eye and is able to connect it to his brain by forming new nerve cells. The eye can be attached anywhere on the body, wherever the user thinks it is most suitable. For instance, the angle of vision can be increased by creating on the back of the head. Stage 5: Two eyes can be created.														
952	4	3	Advanced Metamorphosis	-Fukuzatsu Hensei	Prerequisites: Hensei At this level of mastery of the bloodline, Sanada clansmen now possess enough control to freely manipulate cells not only from their original body but also those in the limbs created through Kaiku and Fukuzatsu Kaiku - and this at very rapid rates. In other words, they can instantly alter the shape and structure of any part of their body and turn it into a weapon of destruction.														
952	4	4	Open Slot																
952	4	5	Open Slot																
952	4	6	Open Slot																
952	5	1	Celestial Rebirth	-Ten Shinsei	Prerequisites: Shinsei A more refined version of Shinsei, this technique enables Sanada to repair and replace cells to a much higher extent than the basic ability, such that it is now possible to effectively heal relatively more dangerous injuries and conditions. Control 16: Deep wounds can be healed up and damaged areas repaired. In addition, severed limbs can be regenerated within 1 post. Control 23: Lethal conditions can be neutralized. However, once the damage is repaired, the user will still be incapacitated for the rest of the thread due to recovery time. Control 30: Lethal conditions can be instantly healed to normal condition without any need for recovery time. Note: Lethal conditions can only be healed once per thread.														
952	5	2	Second Life	-Ni Seisai	This ability enables the Sanada to control separated limbs/weapons - created from Evolution and Souseiki - consisting of his own cells and which still contain some of his chakra with hand seals. The actions he can perform with this technique, however, are only limited to moving them and throwing them like projectiles. Note: The maximum number of posts for which chakra remains present in the cells after they are separated from the main body is 4 posts.														
952	5	3	Cocoon	-Mayu	Prerequisites: Saibou Katame Using their ability to create new cells, the Sanada have come up with a unique defensive structure to protect them from attacks. By dramatically accelerating the creation of several layers of new dermis cells around their current one, the user can surround himself a cocoon-like structure which is in turn made extremely tough through the cell hardening mechanism. The cocoon can sustain taijutsu attacks from an opponent with Strength level equal to Stamina level of the Sanada. It can also block Ninjutsu attacks one stage lower than the highest known Stage in this list.														
952	5	4	Open Slot																
952	5	5	Open Slot																
952	5	6	Open Slot																
952	6	1	Aspect of the Snake	-Hebi no Jisou	This ability enables the Sanada to alter the structure of his cells, literally allowing his body to change physical state to an extent, becoming more elastic in nature. Although all it does against physical is act as a mild cushion which slightly decreases pain and damage done, its primary function is to grant the user unparalleled body flexibility, allowing him to twist his body in unimaginable positions. The ability allows, amongst other things, movement about the elbow or knee joints in three planes instead of one, full rotation about the neck, etc. Twisting a Sanada's arm or neck to break it is essentially useless.														
952	6	2	Reincarnation	-Tensei	-Requires opponent permission to use. While the name might be somewhat misleading, it is basically the simplest way people have found to describe this new level of the Sanada Bloodline, which can only be mastered by the very best of the clan. Tensei is a mandatory prerequisite for all subsequent skills since it is this ability which enables the Sanada to essentially disintegrate their own body frame, allowing them to fuse with other living organisms and re assume their original physical form when they're forced out of the body (usually after a maximum of 3 posts) or choose to leave it. Note: - While this technique does allow the user to invade bodies, it is doesn't allow the Sanada to harm or affect the 'host' at all. It is harmless on its own. - The technique requires significant surface of contact between two persons to work.														
952	6	3	Leech	-Hiru	Prerequisites: Tensei (Shinsei and Ten Shinsei for alternative version.) After having invaded a target's body through Tensei, the Sanada will be able to 'feed' on his host's chakra to replenish his own. There is an altered version of this jutsu, where the Sanada uses the 'stolen' chakra to the benefit of his host. While fused with an ally's body cells, the Sanada will use the host's chakra as usual but instead of claiming it as his own, he will use it to heal the wounds of the person basing himself on the principles of Shinsei and Ten Shinsei.														
952	6	4	Open Slot																
952	6	5	Open Slot																
952	6	6	Open Slot																
952	7	1	Body Fusion	-Nikutai no Yuugou	Prerequisites: Tensei A special ability, which stems directly from Tensei, Nikutai no Yuugou is the most common assassination method used by Sanada. The main advantage being that the death of the target can easily and wrongly be attributed to natural causes. An advanced shinobi using this technique is able to freely create and destroy the cells and proteins which comprise his opponent's tissue. The user also has the ability to extend his appendages from anywhere on the person's body. However, any major self inflicted wounds caused by his opponent will also affect the user's original body. For this ability to be used, the user must first have invaded the opponent's body with Tensei.														
952	7	2	Parasite	-Kisei	-Requires opponent permission. Kisei is a technique quite similar to the ability Second Life, in that it allows cells previously separated from the body of the Sanada to live on temporarily. The twist with Kisei though is that these cells can be made to fuse into the bodies of targets just like in the case of Tensei. However, due to the limited amount of chakra inside those autonomous cells, they can in no way be used to cause direct harm to the host. The advantage of its use is simply that while his own chakra is still present in those cells, the Sanada can accurately track their location, thus the location of the host. Note: The cells can remain alive (i.e. contain chakra) for a maximum of 3 posts inside the host.														
952	7	3	Degeneration	-Taika	-Requires opponent permission. This horrific ability represents the pinnacle of the Sanada bloodline. Now, instead of simply being able to freely control their cellular structure and altering them at will, the masters of the bloodline are also capable of altering, albeit to a relatively limited extent, the cells of opponents - although just enough to destroy them. Control at this level is such that Sanada clansmen can for a very short instant partially fuse with a target (before being forced out) through mere contact of the hand. Sanada, however, are able to capitalize on this brief opportunity to cause immense damage. Having concentrated destructive chakra in their palms, they take advantage of the instant during which their hands has fused with the opponent's body to channel it into their system. This chakra progressively starts killing the cells of the target - the dermis first starts crumbling away, muscles then stop working until finally body processes cease functioning altogether leading to death. Note: The degeneration process can be halted by a medical ninja treating (with Chiyute no Jutsu) the affected target within 3 post of the 'infection'.														
952	7	4	Open Slot																
952	7	5	Open Slot																
952	7	6	Open Slot																
951	1	1	Body Mass Control I		The beginning of study that all Akimichi must know and understand before they can continue on to be considered a clan shinobi. This jutsu allows the Akimichi to increase the size and mass of a certain limb, but due to the inexperience with the ability the Akimichi is limited to either his arms. Length and mass can only be doubled at this stage. This decreases the speed by 1 level														
951	1	2	Improved Metabolism		While the ability to have a fast metabolism isn't anything new to an Akimichi it is this technique that allows them to truly harness its abilities. A rather paradoxical ability for the Akimichi to quickly digest and burn fat in order to regain stamina and while this jutsu can be activated it is known to be with all Akimichi in some way or another, but only a few truly learn to use it to their advantage. This jutsu if taken can be used to quickly digest food or fat in order to gain an extra jutsu in a stage lower than they know.														
951	1	3	Fat Defense I		The second ability the Akimichi begin to learn in order to combat against taijutsu users. Moving a part of the fat to a location about to be hit by a blunt instrument the user uses the part of fat to block it. This only blocks punches or blunt objects from strength level 2 and lower. Can only be used once in a thread														
951	1	4	Open Slot																
951	1	5	Open Slot																
951	1	6	Open Slot																
951	2	1	Multi-Size Skill		The true first jutsu that encompasses the entire body of the Akimichi. It is their first offensive ability that while slightly useless on its own it can be altered to be very effective. What this jutsu does is quite simply turns the Akimichi into a ball. While in this form he can't do anything, but he can use it to do various other techniques that can be found later in this list.														
951	2	2	Iron Hair		This isn't really a jutsu that affects the body, but rather affects the hair. This jutsu allows an Akimichi to enhance the proteins in his hair to strengthen them into the hardness of iron, while this isn't affective at the early stages it progresses as the Akimichi's talents become better. This also becomes more useful later down the road. Stage Two: The hair is only as hard as wood Stage Three: The hair is only as hard as simple metals (aluminum) Stage Four: The hair is as hard as metals used in weapons like Katanas Stage Five: The hair is as hard as the strongest metals found (titanium)														
951	2	3	Meat Bullet Tank		Descriptions: The first offensive technique of the Akimichi. Once an Akimichi activates the Multi-Size Skill they can learn to harness this jutsu. Once the skill is active the user places his arms, feet, and head inside his newly expanded body. Once that is done the user begins to rapidly spin his mass into a rolling ball of doom. The Akimichi moves at the same speed he would running and hits with the same strength. It can be maintain for 2 posts at each point requires 2 post cooldown.														
951	2	4	Open Slot																
951	2	5	Open Slot																
951	2	6	Open Slot																
951	3	1	Body Mass Control II		This is the second stage of the Akimichi's ability to control the mass of their body parts. Just like the first one this one encompasses the arms, but also adds the legs this time. Again the mass can only double. This also decreases the speed by 1 level														
951	3	2	Submersed Juggernaut		Using the Multi-Size Skill and the knowledge how the Meat Bullet Tank works an Akimichi with this jutsu is able to drill underground and travel to a target and bust through the ground in a surprise attack. This also comes with the flaws, as the Akimichi cannot see while underground and thus doesn't know what is going on above ground and can come up to hit nothing as the opponent has moved or come up to a trap. A truly dangerous technique when used properly or when used incorrectly.														
951	3	3	Dexterity Reclaimed		This technique is to help an Akimichi regain what is once lost. While using Body Mass Control an Akimichi's parts move slower than they would when not enlarged. When this jutsu is activated it creates a shield around the selected body part. This shield allows the Akimichi to regain any lost speed from the low moving part and attack with it as if it was normal size. This jutsu doesn't last forever though, as the strain to keep both jutsu activate is too much for one person and thus it has a limit of 2 posts with a cooldown of 3. Base: 1 Body Part Stage Four: 2 Body Parts Stage Five: 3 Body Parts														
951	3	4	Open Slot																
951	3	5	Open Slot																
951	3	6	Open Slot																
951	4	1	Spinning Meat Tank Shield		This is a simple defensive jutsu the user learns to combat ninjutsu. Once the Akimichi is in Multi-Size Skill the user begins to spin rapidly. Once the spinning begins the Akimichi coats chakra all around him in order to coat himself completely in it. It is at this point the defense is started. Even though they are spinning in this form an attack from a form of taijutsu can break this. Base: Can block stage 3 and lower Stage Five: Can block stage 4 and lower Stage Six: Can block stage five and lower														
951	4	2	Needle Meat Tank		A jutsu that can be considered an upgrade to the Meat Bullet Tank, this is the first time the jutsu becomes truly devastating. Once the proper procedures are taken and the Akimichi is ready then the attack begins. The attack is just like the first Meat Tank, except the user is now basically a spinning ball of spiky death. The user hits with the same strength he has and speed he has, but with the added ability for sharp spikes. This jutsu is known to tear up ground as it moves around.														
951	4	3	Fat Defense II		This is the exact same as its brethren jutsu, except the defense has increased to protecting against bladed weapons and strength 25 and lower														
951	4	4	Open Slot																
951	4	5	Open Slot																
951	4	6	Open Slot																
951	5	1	Mega-Size Skill		The second and last ability for the Akimichi to increase the entire body. This jutsu is an amalgamation of two jutsu. The first being Multi-Size Skill and the second one being the Body Mass Control. This jutsu allows the user the ability to become a giant and triple his height as well as his weight. It is in this form that he finally reaches the pinnacle of his ability as an Akimichi and is able to do truly dangerous jutsu. 17 Control: Triple Height and Weight 24 Control: 4x Height and Weight 32 Control: 5x Height and Weight														
951	5	2	Hammerfall		This is the first true technique that uses the Mega-Size Skill. It begins once the user is in Mega-Size Skill and then continues on, as the Akimichi begins to turn into a ball and spin. Once the spinning reaches the ideal speed the user launches themselves either in the air or forward with a push of chakra. This turns the Akimichi into a flying ball of doom and can be hard to dodge if the user has progressed enough in this list. The Akimichi hits with no extra strength or anything, but the sheer size of him is what makes this jutsu dangerous.														
951	5	3	Fat Defense III		Another increase in the jutsu line of Taijutsu defense this allows the Akimichi to continue to block swords and blunt weapons and also blocks attack from 35 strength or lower														
951	5	4	Open Slot																
951	5	5	Open Slot																
951	5	6	Open Slot																
951	6	1	Atomic Eruption		This is a deviation from what many people believe to be what an Akimichi would do. It starts off when an Akimichi has consumed up to the yellow pill and has gone into Mega-Size Skill. Once that happens the Akimichi begins to spin, as if they are about to do some form of the meat tank. They aren't prepping for such an attack, instead the Akimichi is gathering all of his chakra into the center of his spinning body and pressurizing using the motion of his body and what ability he knows of Leaf's fire jutsu. Once the chakra is ready he releases it much like an atomic bomb. The explosion isn't without flaw, as it can only be controlled to move straight and in only one direction.														
951	6	2	Iron Hair Lances		This is another unique jutsu not similar to the other Akimichi abilities. This starts out like every other jutsu with Mega-Size Skill or any other form. It is when the spinning and the Iron Hair is created that this jutsu starts. Once decent speed is gathered in the spinning Akimichi they release hair out. This hair is launched out in the size of a spear in a 360-degree angle. The Lance fly out at around level 8 speed (Jounin) and are at around the chest of a typical male (About 4'11'').														
951	6	3	Fat Coffin		The round of the abilities one obtains at this stage is the Fat Coffin. While the name may be horrible, its very effective. Once the an Akimichi is in Mega-Size Skill and if the Akimichi is able to grab a hold of one or more opponents then they are able to complete this jutsu. Once in the hold of the Akimichi the opponents begin to be engulfed by what can only be called the Akimichi's fat. After this is done the Akimichi can just fall or leap for extra damage, but once the Akimichi lands on the ground the opponents take damage. Damage taken is equal to the Akimichi's strength level including Tai. Opponent's Permission or Death Enabled Thread required.														
951	6	4	Open Slot																
951	6	5	Open Slot																
951	6	6	Open Slot																
951	7	1	Nuclear Eruption		This is exactly like Atomic Explosion, except there are some differences. The first difference is the power of the jutsu. It is now an explosion that could obliterate a village and creates and 360-degree dome. The only problem is the Akimichi is completely destroyed in the process as his body is consumed to ensure the jutsu is complete.														
951	7	2	Earthquake Fist		If an Akimichi put all his ability into enlarging a body part this would be the pinnacle of that ability. With the knowledge they gained through progressing the list the Akimichi have developed this jutsu to surprise and awe opponents and occasionally punch giant summons. This justu creates a arm and fist that rivals in size to some Stage Seven Summons. This fist can destroy small forests and even take out sections of towns. But the strain on to maintain such an arm comes at a cost and the jutsu can only be maintained for two posts with a five post cooldown.														
951	7	3	Fat Defense IV		Just like all the rest in the line defensive techniques. This one finally allows for an Akimichi to give everyone else the same protection, as he grows to the size of 20 feet. Once in this size they do the same thing they have always done in order to ensure the jutsu works perfectly. This allows the Akimichi to defend up to one stage six jutsu and strength of 50 or lower. This post can only be held for 2 posts with a 3 post cooldown.														
951	7	4	Open Slot																
951	7	5	Open Slot																
951	7	6	Open Slot																
948	1	1	Shadow Bind	Kage Mane	Continuer: The essential Nara technique, the Kage Mane is a move that commands your own shadow to stretch out and reach for an enemy's shadow and while the shadow's actual movement can't be termed fast, should the two connect, the Nara is then capable of making his opponent mimic all of his actions. This technique lasts for three posts and you may not use other jutsu unless they are stated continuer techniques. The user is also capable of capturing more than one person in the shadow bind - the limits of which are 1 additional person for every rank above genin. Its maximum range is limited to how much shadow is in an area - you are limited to your shadow's total surface area (and the shadows you can connect to) and no more. Also, if the enemy's power is higher than the user's power or the enemy's strength (including tai bonuses) is twice the user's power then the duration assigned to him is cut in half (two posts becomes 1). And should the enemy's strength be 3 times the user's power then the kage mane is too weak to restrain them. The Kage Mane itself moves fairly slowly when compared to ninja of a similar level to the user and thus needs to be employed tactically.														
948	1	2	Shadow Fist	Kage Genko	Continuer: The Shadow Fist technique is usually used as a simple extension of the Kage Mane though it can be used alone. When an enemy becomes captured by the above technique, the user form a fist from the shadows at his enemy's feet and cause it to punch his opponent once. This attack has a strength score equal to the user's strength and may target everyone captured by the Shadow Bind.														
948	1	3	Shadow Film	Kage Maku	This technique is a simple little jutsu used for 'getting the upper hand' on someone - quite literally. The user's shadow becomes a non-conductive surface, the same as if you were standing on an area with nothing on it, a fresh area so to speak. Useful when you're in an enemies battlefield (surrounded by water and mist-nin, grassy planes and grass-nin for example) this technique could give you the small yet helpful edge you need. Curiously, when this technique is active the user can walk without their own shadow moving with them though once you step off the shadow the technique is canceled. It's defense is somewhat limited though and it can only protect the user to a stage of technique they themselves have attained (if you have stage 4, you can block stage 4).														
948	1	4	Open Slot																
948	1	5	Open Slot																
948	1	6	Open Slot																
948	2	1	Shadow Fusion	Kage Yuukai	Simple in theory, but slightly harder in execution than the previous level of techniques: effectively when this jutsu is activated the user slinks into the shadows around him and becomes neigh indistinguishable from the darkness he has blended with - the user has literal sunk into his own shadow for this technique. Capable of moving at his normal movement pace, but unable to go where his shadow cannot reach (the operation range is identical to the Kage Mane), the user is afforded with an excellent technique as long as the terrain proves cooperative.														
948	2	2	Shadow Dance	Kage Odori	This jutsu is fundamentally similar to the Bunshin no Jutsu. Like a fishing line, it creates a harmless clone , that mimics the users own actions, like a real shadow. It can be placed in the middle, beginning, or end of the users own shadow. It essentially becomes a bobber, if attacked, the enemy is already in the users shadow, its hand over lapping the person. This can lead into any technique. This is most useful in large areas of shadows, under clouds, trees, etcetera. Depending on how large the person wants the harmless clone to be, the users shadow becomes thinner , typically shorter in range as well.														
948	2	3	Shadow Forge	Kage Tansetsu	At first glance the Shadow Forge appears identical to the kage Mane in every respect. It is started with the same handseal and travels in the same manner and with the same speed. However, with a second hand seal the user causes the Kage Tansetsu to accelerate quickly to a combat pace and as it approaches it's target the shadow lifts off the ground and attempts to impale the target with a blade of raw shadow stuff.														
948	2	4	Open Slot																
948	2	5	Open Slot																
948	2	6	Open Slot																
948	3	1	Shadow Weave	Kage Ori	Initiator: An easy technique to explain, the user takes a projectile of some sort and attunes it with their shadow. This projectile now acts as a sort of homing device and when the user throws it his shadow follows up to its maximum length. While this does mean the user's shadow isn't as maneuverable as it usually is, it is possible that the user's shadow can be made to go faster than it usually would if they're good at throwing.														
948	3	2	Shadow Mat	Kage Tami	Even the best laid plans can sometimes go to waste, and as such it's important to be able to defend yourself when they do. The Kage Tami is a simple and incredibly basic technique designed to cover the Nara's hide when everything suddenly starts to go wrong. By manipulating their own shadow they bring it up in front of them and use it as a kind of screen against an attack from one side of them. It may block one attack (be it a tai or a nin) of any stage equal to the user's highest stage -3 (to a minimum of 1).														
948	3	3	Shadow Screen	Kage Kichou	Initiator:As a defensive technique, the Shadow Screen offers a further dynamic to the Nara's tactical arsenal. When this jutsu is performed the user's shadow takes on a distorted quality - almost as if there were ripples in it. When the shadow of a physical object touches the user's shadow this jutsu goes off and effectively activates the Kagemane - attempting to freeze the object in its tracks. The trap will remain active for 1 post + 1 per rank, but as soon as its triggered the effect will last only a single post though since the enemy will be touching your shadow a following Kage Mane shouldn't be hard to accomplish. While this technique is active (and the user can dismiss it at any time like normal) no other shadow skills may be performed.														
948	3	4	Open Slot																
948	3	5	Open Slot																
948	3	6	Open Slot																
948	4	1	Shadow Neck Bind	Kage Kubi Shibari	Continuer: The shadow neck bind can only be described as a killing move. When an enemy is trapped by the Kage Mane the user channels his chakra to activate this technique. Hands form out of the shadows and creep across any victim trapped inside the Kage Mane'¦coiling themselves around their throat before slowly choking the life out of them. The victim will fall unconscious in two posts (his next post, then the post after that) and continued asphyxiation will result in death.														
948	4	2	Shadow Trap	Kage Ashikase	Initiator: This technique requires the user to fill a tag as if it were a cup with his own shadow. Though the Tag is constantly bound to the user, since it is a shadow after all. It can be thrown or dropped anywhere, and the user can walk away. The tag can be activated once someone is close enough for the shadow to exit and just bind someone to the ground, keeping them on the floor, or if their close enough, even bind them in Kage Mane. The tag can be thrown as far as the user wants, as long as he can stretch his farther to that point. A small sliver of a shadow constantly follows wherever the tag is until the point its to far. What the technique is doing constantly, is pulling out more and more shadow as the user walks away. If the user stays close to the tag, when someone comes around it can leap out of the tag and extend to long areas. However if you are further away from the tag, unless stepped on, the shadow just cant leap out of the shadow. This technique is canceled by walking to far, which is usually about 30 feet per rank.														
948	4	3	Shadow Sewing	Kage Nui	Different to the other jutsu simply because this is a directly offensive technique, the Kage Nui is performed in much the same manner as the Kage Mane - with a single hand seal the user causes his own shadow to stretch out across the ground at the exact same speed - but with a second hand seal the user is capable of causing his shadow to split into a multitude of tendrils sharp enough to pierce flesh and impale the unwary. A dangerous technique, the user may split his shadow into 1 tendril for every 4 intelligence.														
948	4	4	Open Slot																
948	4	5	Open Slot																
948	4	6	Open Slot																
948	5	1	Shadow Un-rooting	Kage Anouen	Continuer: This technique is relatively simple, and almost exactly like shadow film, only on a much larger setting. What it does is slide under any object, and then creates a separate path for the object to slide down, no matter how steep the area their standing on is. It literally pulls the object as if on a treadmill. The shadow is traction-less and when on a separate shadow, the user can bind someone first, slide under any object, and send it rolling at frightening speeds.														
948	5	2	Shadow Drill	Kage Kurinuku	Continuer: This technique can be as useful as its name in itself. The users shadow slides up someone while in kagemane as if going into neckbind, but instead a more typical swirling motion begins on the target. Once finalized, the shadow will literally drill into the person to the users liking, and pull out, the remains of what it dug into plopping against the ground as the shadow reverts to normal. This can be used to drill through bone, or even drill into a bank and steal the money inside, or even dig it out with the hole created														
948	5	3	Back Stab	Kage Senshi	Continuer: A more efficient - and certainly more brutal - version of the Shadow Neck Bind, the Shadow Back Stab functions in a similar manner regardless. This technique creates a knife of shadow that then attempts to stab the trapped foe wherever the user desires and it deals damage equal to what the user would have done by stabbing an opponent with a kunai directly. Unlike the Shadow Neck Bind (which can be done on more than one person), the Shadow Back Stab may only be used on one person and ends the user's Kage Mane after its use.														
948	5	4	Open Slot																
948	5	5	Open Slot																
948	5	6	Open Slot																
948	6	1	Shadow Magnet	Kage Jishaku	Continuer: This technique first requires shadow bind. The next step is to send small tendrils onto the enemy, as is miniature shadows attempting to bind. What they do is go after each and every small shadow on the enemy, folds of clothes, shoulder blades, anything. Then, they attempt to connect to the enemy's shadow. Literally everything starts to be pulled down until the pure pressure begins to snap inside them. First, their front is brought down, then their back attempts to attach to their shadow, and begins to snap forward This can work for anything to bring it down, trees can begin to bend or snap, doors being rips off their hinges to slam down. Though this is just an added thing, almost never used for that purpose.														
948	6	2	Shadow Substitute	Kage Migawari	Migawari is a term used in folk law to describe a doll which receives the misfortunes of its owner, and the Kage Migawari could be said to have been named after that particular myth. The user manipulates his shadow and causes it to rise from the ground and 'stand up' as if it were another person (though it is still obviously the user's shadow). The user is capable of directing the shadow to move about as if it was a bunshin, and the technique's primary use is as a solid defence. Essentially, the Substitute gets in the way of an attack and blocks it for better or worse. It has the user's 'stamina' when it comes to taijutsu and when dealing with ninjutsu any attack will subtract its stage from the Substitute's stage and should it reach 0 in that manner the Substitute disappears (even if the stage is higher it will block that one attack). Usually employed as part of a decoy or a diversionary strategy, the Kage Migawari is nevertheless a useful delaying tactic should the Nara be caught unawares. Of course, it goes without saying that as long as the Migawari is active the user's shadow is unavailable for use in other Nara techniques.														
948	6	3	Open Slot																
948	6	4	Open Slot																
948	6	5	Open Slot																
948	6	6	Open Slot																
948	7	1	Shadow Stride	Kage Oomata	This rather versatile jutsu acts much like a normal ninja's shunshin would. Unlike a shunshin however, the user requires a shadow at least large enough to step into completely to perform this technique and likewise requires the user to be able to see a shadow large enough to completely cover his body to step out of again, and the user cannot move until he has completely exited the shadow. Unlike a regular shunshin however this technique can be used in combat to full effect and makes an effective assault jutsu. This move may only be performed twice per thread.														
948	7	2	Shadow Sentence	Kage Hanketsu	Continuer: Essentially, this is the Nara's ultimate finishing move. As its name suggests, it is a death sentence to all those who are condemned to it. With an enemy trapped by the Kage Mane, the Nara uses this technique in an attempt to leave almost nothing left. Acting almost like a Continuer version of the Kage Nui, this jutsu inserts dozens upon dozens of razor sharp tendrils into the captured enemy - consuming him in shadow - before explosively ripping them apart from the inside out. It would take a man of great stamina to resist these probing tentacles but there is no doubt that the most sure defense against this technique is to avoid the Kage Mane to begin with.														
948	7	3	Shadow Skin	Kage Hifu	Continuer: This technique requires two conditions to be fulfilled before it can be used. Firstly, as stated, the enemy must already be bound by the Kage Mane and secondly they must have at least one open wound on their body. This wound is like a gate way...it's open and therefore light can get inside and with that comes shadow. This of course is a bad thing for the enemy, it allows the Nara to get underneath their skin. Primarly used as a torture jutsu, the effects of this really are quite simple. With the enemy bound, the user works outwards from the open wound and peels away at the surrounding skin. The effect can either be slow and (obviously) torturous but it can also be really quite fast. Fast enough to remove an enemy of his birthday suit before he's even realized what's going on. I shouldn't have to say that being flayed alive is (unless your a sick, invincible monster) usually very lethal indeed.														
948	7	4	Open Slot																
948	7	5	Open Slot																
948	7	6	Open Slot																
901	1	1	Arms of the Barrier Reef	Hoshou no Buki	At the beginning stages, there is nothing too out of the ordinary cropping up. The bladesman can create either a pair of rough/jagged armguards or a pair of shinguards that have standard durability. Because of the limited capacity of coral creation, the user can only create a single Item Point worth of weapons and usually comes equipped with his own. The items may be destoyed at any moment. The coral may only be created directly from the forearms or the shins.Because the style is at a basic stage at the given moment, a lot of emphasis is placed upon analysis: hunt for the weak points, identify the joints between the enemy offenses and defences, then proceed to exploit them. Despite being an aggressive style, it's not uncommon for people at this level to simply sit back and wait for the most opportune moment to strike. Training focuses on the fundamentals of strength, following the philosophy that no matter how fast or hardy the enemy is, you can cripple him if with one blow if you're strong enough - even if the opponent is speedy, he has to come to you to attack, and if the opponent is durable, he still has a limit. Knowledge of the obvious weakpoints of the body (groin, eyes, nose) are prime targets for someone of this level as they would be for any person, but on top of those points, the student is trained to locate other points less blatant to the normal bystander.	3					0	0	0	0	0	0	4	4	0
901	2	2	Arms of the Barrier Reef	Hoshou no Buki	Elevated levels of skill and physical ability lead to higher capacities in all things. Even with this small increase in strength, the bladesman is able to create coral amounting to 3 WP total at one time with the same durability as its regular counterpart. The only limitation on this is that the item must be a solid, inflexible, unchanging item, which means wires and whips are off limits. Also, the user cannot create multiple objects at once; they must wait until one item is formed before creating the next. Creation is restricted to the hands, forearms, and shins.Basic, linear attacks are ingrained into the bladesman's mind and body so deeply that they no longer take any conscious thought to execute. The mind expects the body to move in a certain fashion, and the body is guided by the mind's subconscious directions. Eliminating the thought process of "I should attack like this" is key to this style, because as a risky discipline, instinct is necessary to survive. It's all fine and good to know how to attack with the proper form, but all that is useless if it requires active thought to carry out.While they are instructed on various ploys and sleights of hand, this is strictly to teach them what to look for and how to react.	3					0	0	6	0	0	0	8	6	0
901	3	3	Arms of the Barrier Reef	Hoshou no Buki	With quality at an acceptable standard, now quantity increases. Though with most of the same item creation stipulations as in the previous stage, the user can now create coral constructs one at a time up to 5 WP in value and, with the application of Chakra, introduce flexibility to manufacture whips and other flexible arms - although as a discipline of the blade, a sword is what is typically produced. Creation is now increased to the full lengths of the arms as well.Movement is a key aspect to a fight. Without movement, there is no way to fight the enemy. Clumsy, unnecessary steps are eliminated at this stage; dashes and charges with strong footwork and clean follow-throughs are highlighted here. Application of weight is also introduced, because an attack with your body weight put behind it will be heavier than a weak flail of the arm. Vital points are memorized not to transform the style into one of precision, but to teach the bladesman, 'No matter where you cut him, he will bleed - but if you hit him here, he will bleed more.'	3				Coral SporeWhile this technique is active, no other coral item can be made. Focusing the manifestation of coral in his palm, the swordsmen creates a viscous slime that can be coated on other weapons or even slathered over the rest of his hand. The next object that is touched will have the slime seep into the immediate area of contact, and growths of coral will begin to sprout. This can hamper movement or weigh down weapons, or can even be used in reverse to plug up bleeding wounds.	0	0	8	0	0	0	12	8	0
901	4	4	Arms of the Barrier Reef	Hoshou no Buki	By now, the limitless potential of the style is starting to be unlocked as the bladesman can now create up to 7 WP of items in coral fashion, though only one item can be created at a time. They can also increase the complexity of their products, allowing for atypical sword shapes, serrated edges, and/or other minor adjustments. The area of coral creation has now increased again from the arms to the main bodyThe aggression of the style is starting to shine. With the basics either mastered or being close to mastered, they can focus less on themselves and more upon the basic, fundamental duty of the sword: to inflict damage. The swordsmen is taught to never show mercy to those undeserving of it, and that to draw a sword in battle means to never sheathe it until the enemy is dead or you are. Any route is acceptable to achieve that end: aerial attacks, land attacks, sneak attacks, anything goes because it is an offense that wins a fight, not a defense.	3				Narwhale RapierAll other coral creations must be destroyed before this technique can be used (meaning the user must have all 7 WP available for use). Initiating this technique, the bladesman creates a hybrid between a lance and a nodachi between his palms - the coral is a long, spiralling lance, and the edges of the spiral are so fine that they can cut. What makes this so impressive is its ability to actually break the flesh fusion and separate completely from the user and pierce at long range. From thirty feet away, the bladesman can opt to launch the Narwhale Rapier at high speeds in a straight trajectory. The lance will begin to rotate and drill forward, digging and piercing deeply into even armoured objects. This technique has the ability to pierce Ninjutsu one stage below the bladesman's highest level. Once it is released, it will dissipate after one post, allowing the user his pool of WP again.	0	0	14	0	0	0	15	15	13
